Unnamed: 0,Age,Workclass,Fnlwgt,Education-num,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income
8852,45, Self-emp-not-inc,188694,9, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
3036,71, Local-gov,365996,13, Prof-specialty, Unmarried, White, Female,0,0,6, United-States, <=50K
17128,27, Private,202239,9, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
21719,30, Private,26543,13, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19545,24, Private,161198,13, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
23442,41, Private,198965,9, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27218,32, Private,106014,10, Sales, Husband, White, Male,5178,0,50, United-States, >50K
11571,17, Private,250541,6, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
29062,64, Private,64101,8, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
32463,58, Local-gov,223214,9, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24694,17, Private,145258,7, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
21862,45, State-gov,190406,15, Prof-specialty, Unmarried, Black, Male,25236,0,36, United-States, >50K
1769,26, Private,167350,10, Tech-support, Husband, White, Male,3103,0,40, United-States, >50K
15243,39, Private,187847,9, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
3708,36, Private,160120,9, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
30892,52, Private,222646,8, Machine-op-inspct, Other-relative, White, Female,0,0,40, Cuba, <=50K
17411,37, Private,256636,9, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
6679,63, Local-gov,198559,9, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
7626,50, Private,305319,4, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26255,20, Private,435469,9, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
7430,56, Private,219426,6, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
1499,19, Private,225775,10, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
3562,56, Private,56331,9, Machine-op-inspct, Not-in-family, White, Male,0,0,32, United-States, <=50K
6659,46, Private,276087,9, Sales, Husband, White, Male,5013,0,50, United-States, <=50K
22635,51, Private,110458,13, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
130,28, Private,69621,12, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
20591,35, Private,361888,10, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
11451,27, Private,147951,9, Machine-op-inspct, Other-relative, White, Male,0,0,1, United-States, <=50K
3220,47, Self-emp-inc,101926,13, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, >50K
4880,37, Private,30267,7, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, >50K
11912,45, Private,195949,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
4918,41, Self-emp-not-inc,443508,9, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
1176,22, Private,188544,11, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
15039,29, Private,89813,9, Machine-op-inspct, Wife, White, Female,0,0,40, Scotland, <=50K
23282,71, State-gov,26109,15, Other-service, Husband, White, Male,0,0,28, United-States, <=50K
5582,33, Private,172664,10, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
17941,56, Private,91545,6, Adm-clerical, Unmarried, Black, Female,0,0,36, United-States, <=50K
12116,43, Private,484861,10, Craft-repair, Husband, White, Male,4064,0,38, United-States, <=50K
23055,35, Private,105813,13, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
1825,51, Private,221532,13, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
11369,28, Private,314177,6, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
28654,31, Private,63437,9, Farming-fishing, Not-in-family, White, Male,0,0,40, Ireland, <=50K
17404,38, Self-emp-not-inc,122493,6, Sales, Husband, White, Male,0,1887,40, United-States, >50K
8067,50, Private,210217,13, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
12627,62, Private,266037,10, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
160,68, Self-emp-not-inc,38317,2, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
25627,44, Private,222596,9, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
28286,52, Local-gov,392668,11, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
12794,24, Private,119156,13, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
22764,44, Private,109273,10, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
5766,62, Self-emp-not-inc,97231,10, Prof-specialty, Wife, White, Female,0,0,1, United-States, <=50K
15340,23, Private,237720,13, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
19114,73, Private,284680,9, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
1707,32, Private,158784,4, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
2216,23, Private,175183,10, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
6329,25, Private,25249,10, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
2995,39, Local-gov,167864,7, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
25413,34, Private,34080,11, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
19898,45, Private,252079,10, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29374,23, Private,212617,13, Other-service, Not-in-family, White, Male,0,0,66, Ecuador, <=50K
398,25, Private,86872,13, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
28753,20, Private,204226,7, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
16166,51, Private,257337,9, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
19707,66, Self-emp-inc,112376,4, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
10987,25, Private,202560,10, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
13590,49, State-gov,231961,16, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, >50K
23796,30, Private,361742,10, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
15912,26, Private,211596,9, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22552,21, Private,305446,10, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
6713,48, Private,205424,13, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
3940,63, Local-gov,109849,13, Prof-specialty, Not-in-family, Black, Female,0,0,21, United-States, <=50K
20568,73, Private,336007,13, Prof-specialty, Husband, White, Male,0,2246,40, United-States, >50K
31778,36, Private,141420,13, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
12943,52, Private,180062,10, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
25466,33, Private,82393,9, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27551,20, Private,515797,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26335,26, Private,173593,14, Machine-op-inspct, Husband, White, Male,0,0,20, Canada, <=50K
17067,23, Private,193586,9, Adm-clerical, Wife, White, Female,3908,0,40, United-States, <=50K
12897,38, Private,170861,10, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21586,29, Self-emp-not-inc,116820,9, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
21104,54, State-gov,103179,16, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
13571,34, Private,186824,9, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, <=50K
20355,37, Federal-gov,32528,9, Adm-clerical, Husband, White, Male,0,0,40, England, >50K
24235,33, Private,173248,9, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
5943,34, Private,204461,13, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
6175,30, Private,268575,9, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
16095,35, Private,283237,9, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24960,20, Private,107242,9, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
9085,32, Private,73585,11, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
449,17, Private,258872,7, Sales, Own-child, White, Female,0,0,5, United-States, <=50K
23447,23, Private,335570,10, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
27110,30, State-gov,48214,14, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
19388,62, Private,147627,5, Priv-house-serv, Not-in-family, Black, Female,1055,0,22, United-States, <=50K
25141,23, Private,41721,11, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
18434,58, Private,116901,9, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
23124,43, Self-emp-not-inc,73883,13, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
22269,42, Private,246011,13, Prof-specialty, Wife, White, Female,0,0,55, United-States, <=50K
27677,34, Private,203357,10, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
8727,23, Private,214227,11, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
21145,43, Self-emp-not-inc,343061,4, Farming-fishing, Husband, White, Male,4508,0,40, Cuba, <=50K
13905,47, Local-gov,162187,10, Transport-moving, Husband, White, Male,0,1887,40, United-States, >50K
6606,48, Private,240629,9, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
31988,25, Private,117827,10, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
6521,28, Local-gov,201844,9, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
28894,25, Private,198587,10, Tech-support, Not-in-family, Black, Female,2174,0,50, United-States, <=50K
366,56, Self-emp-not-inc,183081,10, Sales, Husband, White, Male,0,0,45, United-States, <=50K
14703,38, Private,165302,10, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
7807,54, Self-emp-inc,98051,10, Sales, Husband, White, Male,0,0,54, United-States, >50K
18468,34, Private,209691,11, Prof-specialty, Husband, White, Male,4386,0,50, United-States, >50K
7559,64, Private,205479,13, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
18750,19, Private,234519,10, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
14968,47, Private,250170,9, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
23868,77, Private,83601,15, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24620,36, Self-emp-inc,180419,9, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
1890,68, Self-emp-not-inc,197015,9, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
5134,52, Private,178983,7, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
5203,17, Private,137042,6, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
17220,39, Private,100669,10, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32154,34, Private,115040,9, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
31114,28, Private,194940,9, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30587,22, Private,396895,3, Craft-repair, Husband, White, Male,0,0,35, Mexico, <=50K
12920,41, Private,113491,10, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
5966,45, Self-emp-not-inc,242552,8, Craft-repair, Other-relative, Black, Male,0,0,35, United-States, <=50K
22856,60, Private,160625,10, Craft-repair, Not-in-family, White, Male,0,0,47, United-States, <=50K
26834,38, Private,222450,3, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
17666,59, Private,212783,9, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
7583,28, Private,175262,10, Handlers-cleaners, Husband, Black, Male,0,0,40, Mexico, <=50K
28606,39, State-gov,85566,13, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21984,42, Private,42907,9, Machine-op-inspct, Unmarried, White, Male,0,0,48, United-States, <=50K
22489,37, Self-emp-not-inc,203828,9, Sales, Husband, White, Male,0,0,45, United-States, <=50K
1688,53, Private,117496,5, Other-service, Not-in-family, White, Female,0,0,36, Canada, <=50K
23905,26, Private,151810,6, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
6673,38, Private,343403,12, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
20160,36, Private,199439,14, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
21502,45, Private,216626,9, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Columbia, <=50K
4292,49, Private,176684,11, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
4614,42, Self-emp-not-inc,373403,9, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
16317,17, Private,133449,5, Other-service, Own-child, Black, Male,0,0,26, United-States, <=50K
23046,39, Private,174242,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
12125,31, Private,126501,10, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30499,38, Private,175441,9, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19378,40, Private,99604,14, Prof-specialty, Wife, White, Female,15024,0,24, United-States, >50K
7149,22, Private,179973,11, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
10641,42, Private,363591,9, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29476,26, Private,224361,10, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
13309,36, Private,127809,9, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
27158,21, Private,180339,10, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
30595,43, Private,342567,13, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19038,52, Private,76860,9, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,8, Philippines, <=50K
4822,51, Private,182187,13, Prof-specialty, Not-in-family, Black, Male,0,0,35, United-States, <=50K
29409,39, Private,306646,12, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
14869,28, Private,214689,13, Handlers-cleaners, Other-relative, White, Male,0,0,25, United-States, <=50K
22129,49, Local-gov,329144,10, Protective-serv, Husband, White, Male,0,0,44, United-States, >50K
15542,17, Private,112942,6, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
454,44, Self-emp-not-inc,234885,9, Sales, Wife, White, Female,0,0,40, United-States, >50K
10215,29, Private,203833,13, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29640,35, Self-emp-not-inc,188540,5, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
6958,47, Private,243904,9, Adm-clerical, Unmarried, White, Male,0,0,40, Honduras, <=50K
164,45, Self-emp-not-inc,201080,14, Sales, Husband, White, Male,0,0,40, United-States, >50K
12044,39, Private,237943,13, Sales, Husband, White, Male,0,0,30, United-States, >50K
6740,61, Private,213321,10, Exec-managerial, Husband, White, Male,0,1672,40, United-States, <=50K
182,30, Private,633742,10, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
25080,35, Private,80479,11, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25049,36, Private,161141,12, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30815,54, Self-emp-not-inc,28186,13, Farming-fishing, Not-in-family, White, Male,27828,0,50, United-States, >50K
17355,27, Private,238859,11, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
15013,26, Private,167350,9, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
16809,34, Private,386370,10, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
3183,40, Private,291192,9, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31637,31, Local-gov,156464,13, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
8291,17, Private,342752,7, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
27596,53, Private,317313,9, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
25181,24, Private,258700,3, Farming-fishing, Other-relative, Black, Male,0,0,40, Mexico, <=50K
3742,30, Private,173647,10, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
6356,49, Self-emp-not-inc,204241,13, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
10663,48, Private,101299,12, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
18503,49, Private,144396,7, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
9025,27, Private,161683,7, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, <=50K
7862,29, Private,125159,10, Tech-support, Not-in-family, Black, Male,0,0,36, United-States, <=50K
30844,36, Private,134367,9, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
4787,46, Private,263568,9, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
7087,45, Private,107682,14, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
9899,65, Private,243569,10, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
254,58, Private,259014,10, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
27482,34, Private,183557,9, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
21012,22, Private,139190,9, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
23778,68, Private,168794,4, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
4474,50, Self-emp-not-inc,146603,15, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30503,43, Private,87284,10, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
10611,38, Private,372559,10, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31136,40, Local-gov,333530,14, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
10723,19, Private,41400,9, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
12279,29, Local-gov,219906,13, Prof-specialty, Wife, White, Female,0,0,25, United-States, >50K
18018,24, Private,142227,13, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
22380,28, Self-emp-not-inc,112403,13, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
16463,21, Private,56582,7, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
24467,27, Private,185127,11, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
8766,42, Local-gov,176716,14, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
933,23, Private,375871,9, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K
27527,34, Private,173495,10, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
26247,45, Private,174533,10, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K
12503,31, Private,181091,9, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
5805,20, Private,107658,10, Tech-support, Not-in-family, White, Female,0,0,10, United-States, <=50K
27288,24, Private,139989,13, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
11687,49, Self-emp-not-inc,263568,13, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
13661,43, Private,203642,13, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
25204,31, Private,348504,13, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22860,34, Private,554206,9, Transport-moving, Not-in-family, Black, Male,0,0,20, United-States, <=50K
23427,30, Private,169152,9, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
24293,41, Private,170331,13, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
10201,21, Private,231053,9, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
22296,23, Private,46645,13, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
31905,18, Private,183824,8, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
5642,57, Self-emp-not-inc,138892,7, Sales, Husband, White, Male,0,0,15, United-States, <=50K
15263,49, Private,39986,5, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24691,46, Private,117059,11, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
28452,53, Private,70387,14, Prof-specialty, Husband, Asian-Pac-Islander, Male,4386,0,40, India, >50K
11066,34, Private,164190,10, Prof-specialty, Husband, White, Male,0,1902,38, United-States, >50K
8262,30, Private,226665,13, Exec-managerial, Husband, Black, Male,0,0,42, United-States, >50K
1037,37, Private,123785,9, Other-service, Not-in-family, White, Male,0,0,75, United-States, <=50K
30748,28, Private,119287,13, Exec-managerial, Wife, White, Female,15024,0,28, United-States, >50K
30755,50, Local-gov,308764,9, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
4848,31, Private,150309,13, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
5996,20, Private,293091,7, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
17112,46, Private,198774,14, Exec-managerial, Unmarried, White, Female,0,323,45, United-States, <=50K
22575,53, Private,137192,13, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
3357,24, Private,182812,10, Adm-clerical, Own-child, White, Female,3325,0,52, Dominican-Republic, <=50K
4415,38, Self-emp-not-inc,357962,5, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21517,31, Private,288566,13, Tech-support, Husband, White, Male,0,0,43, United-States, >50K
31165,31, Private,157886,10, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
17884,44, Private,146906,15, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
18869,33, Private,408813,13, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
3179,35, Self-emp-not-inc,216129,8, Other-service, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
29225,27, Private,183523,13, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
22586,61, Self-emp-inc,187124,9, Exec-managerial, Husband, White, Male,0,0,20, United-States, >50K
952,51, Private,269080,4, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
18638,36, Private,469056,9, Sales, Unmarried, Black, Female,0,0,25, United-States, <=50K
22631,64, Self-emp-not-inc,36960,9, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
11263,18, Private,301867,9, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
3347,36, Private,252327,3, Craft-repair, Other-relative, White, Male,0,0,40, Mexico, <=50K
7920,49, Private,31267,4, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
5000,47, Self-emp-inc,79627,15, Prof-specialty, Not-in-family, White, Male,27828,0,50, United-States, >50K
21348,22, Private,110622,13, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,15, Taiwan, <=50K
29212,26, Private,227489,10, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
20347,54, Private,327769,10, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25207,28, Private,188236,10, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21047,57, Self-emp-not-inc,84231,10, Other-service, Husband, White, Male,0,0,48, United-States, <=50K
22572,34, Private,215047,10, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
19243,40, Private,183404,10, Other-service, Unmarried, White, Female,0,0,8, United-States, <=50K
9075,36, Private,185360,9, Sales, Husband, White, Male,0,0,60, United-States, <=50K
18911,52, Private,208302,9, Sales, Husband, White, Male,0,0,36, United-States, <=50K
12029,52, Private,108211,4, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23180,33, Private,159574,4, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
18873,27, Private,244402,12, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
13191,43, Self-emp-not-inc,170230,13, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
25102,51, Private,55500,8, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25644,27, Private,118230,13, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
24184,38, Private,359001,11, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
8685,33, Private,171876,10, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29625,25, Private,372728,13, Other-service, Not-in-family, Black, Female,0,0,24, Jamaica, <=50K
14990,52, State-gov,254285,16, Prof-specialty, Husband, White, Male,0,1887,70, Germany, >50K
9039,18, Private,163332,9, Sales, Own-child, White, Female,0,0,22, United-States, <=50K
21388,24, Private,196678,1, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
24319,44, Private,186916,14, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
15869,57, Self-emp-not-inc,24473,11, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26735,22, Private,385540,6, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
7322,28, Private,194087,10, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
27658,19, Private,157605,9, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30693,70, Private,133536,9, Tech-support, Husband, White, Male,0,0,28, United-States, <=50K
11170,44, Private,300528,7, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
30111,41, Federal-gov,219155,15, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
12952,35, Private,99146,9, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26074,47, Self-emp-inc,120131,13, Exec-managerial, Husband, White, Male,0,0,50, Cuba, >50K
22876,58, Private,136951,13, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
23256,63, Private,383058,13, Sales, Husband, White, Male,0,1848,40, United-States, >50K
27343,30, Private,295010,9, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
6506,25, Private,315643,9, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
26756,31, Local-gov,192565,14, Prof-specialty, Husband, White, Male,0,0,90, United-States, >50K
15808,34, Private,186269,9, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27259,66, Private,134130,13, Other-service, Not-in-family, White, Male,0,0,12, United-States, <=50K
9608,40, Private,103474,9, Sales, Wife, White, Female,0,0,30, United-States, <=50K
23219,43, Private,227065,9, Prof-specialty, Not-in-family, White, Male,4650,0,40, United-States, <=50K
3205,31, Private,169269,4, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
8366,62, Private,121319,13, Prof-specialty, Husband, White, Male,3103,0,40, United-States, >50K
19005,45, Private,167187,13, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
9525,33, Private,143582,9, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,48, China, <=50K
24645,28, Private,162298,9, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25310,42, Private,198422,10, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
6848,63, Private,161563,9, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
21651,31, Private,187560,9, Adm-clerical, Not-in-family, White, Male,2174,0,40, United-States, <=50K
14790,32, Private,250354,6, Craft-repair, Other-relative, White, Male,0,0,45, United-States, <=50K
32155,23, Private,142766,10, Adm-clerical, Own-child, White, Male,1055,0,20, United-States, <=50K
31483,47, Self-emp-not-inc,33300,12, Farming-fishing, Other-relative, White, Male,10520,0,45, United-States, >50K
23739,43, Self-emp-inc,48087,9, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26501,52, Private,370552,1, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
